date,prior_close,predicted_close,actual_close,predicted_direction,directional_hit,ape,pass,baseline_ape,beats_baseline,confidence,winning_strategy,status
2026-05-01,265.05999755859375,265.05999755859375,268.260009765625,down,False,0.011928770933196699,False,0.011928770933196699,False,0.3,,scored
2026-05-04,268.260009765625,268.260009765625,272.04998779296875,down,False,0.013931182493667083,False,0.013931182493667083,False,0.3,,scored
2026-05-05,272.04998779296875,272.04998779296875,273.54998779296875,down,False,0.005483458479023027,True,0.005483458479023027,False,0.3,,scored
2026-05-06,273.54998779296875,273.54998779296875,274.989990234375,down,False,0.005236563120639157,True,0.005236563120639157,False,0.3,,scored
2026-05-07,274.989990234375,274.989990234375,271.1700134277344,down,True,0.014087017802426122,False,0.014087017802426122,False,0.3,,scored
2026-05-08,271.1700134277344,271.1700134277344,272.67999267578125,down,False,0.005537550566983668,True,0.005537550566983668,False,0.3,,scored
2026-05-11,272.67999267578125,272.67999267578125,268.989990234375,down,True,0.013717991655344111,False,0.013717991655344111,False,0.3,,scored
2026-05-12,268.989990234375,268.989990234375,265.82000732421875,down,True,0.011925298407993213,False,0.011925298407993213,False,0.3,,scored
2026-05-13,265.82000732421875,265.82000732421875,270.1300048828125,down,False,0.0159552714644325,False,0.0159552714644325,False,0.3,,scored
2026-05-14,270.1300048828125,270.1300048828125,267.2200012207031,down,True,0.010889917105067058,False,0.010889917105067058,False,0.3,,scored
2026-05-15,267.2200012207031,267.2200012207031,264.1400146484375,down,True,0.011660431594830475,False,0.011660431594830475,False,0.3,,scored
2026-05-18,264.1400146484375,264.1400146484375,264.8599853515625,down,False,0.00271830681470946,True,0.00271830681470946,False,0.3,,scored
2026-05-19,264.8599853515625,264.8599853515625,259.3399963378906,down,True,0.02128475781452528,False,0.02128475781452528,False,0.3,,scored
2026-05-20,259.3399963378906,259.3399963378906,265.010009765625,down,False,0.021395468921151083,False,0.021395468921151083,False,0.3,,scored
2026-05-21,265.010009765625,265.010009765625,268.4599914550781,down,False,0.01285100871364073,False,0.01285100871364073,False,0.3,,scored
2026-05-22,268.4599914550781,268.4599914550781,266.32000732421875,down,True,0.008035386272178013,True,0.008035386272178013,False,0.3,,scored
2026-05-26,266.32000732421875,266.32000732421875,265.2900085449219,down,True,0.0038825389050506365,True,0.0038825389050506365,False,0.3,,scored
2026-05-27,265.2900085449219,265.2900085449219,271.8500061035156,down,False,0.024130945048041752,False,0.024130945048041752,False,0.3,,scored
2026-05-28,271.8500061035156,271.8500061035156,274.0,down,False,0.007846693052862683,True,0.007846693052862683,False,0.3,,scored
2026-05-29,274.0,274.0,270.6400146484375,down,True,0.012414961460621907,False,0.012414961460621907,False,0.3,,scored
2026-06-01,270.6400146484375,270.6400146484375,261.260009765625,down,True,0.03590294929265008,False,0.03590294929265008,False,0.3,,scored
2026-06-02,261.260009765625,261.260009765625,256.5199890136719,down,True,0.018478173066273185,False,0.018478173066273185,False,0.3,,scored
2026-06-03,256.5199890136719,256.5199890136719,250.02000427246094,down,True,0.02599785869184906,False,0.02599785869184906,False,0.3,,scored
2026-06-04,250.02000427246094,250.02000427246094,253.7899932861328,down,False,0.014854758317525314,False,0.014854758317525314,False,0.3,,scored
2026-06-05,253.7899932861328,253.7899932861328,246.02999877929688,down,True,0.03154084682899625,False,0.03154084682899625,False,0.3,,scored
2026-06-08,246.03,245.05,245.22,down,True,0.0006932550362938892,True,0.003303156349400548,True,0.5,macro,scored
2026-06-09,245.22000122070312,245.22000122070312,244.19000244140625,down,True,0.0042180219050696995,True,0.0042180219050696995,False,0.3,,scored
2026-06-10,244.19000244140625,244.19000244140625,238.0,down,True,0.026008413619353993,False,0.026008413619353993,False,0.3,,scored
2026-06-11,238.0,238.0,241.50999450683594,down,False,0.014533537272456801,False,0.014533537272456801,False,0.3,,scored
2026-06-12,241.51,243.35,238.55,up,False,0.020121567805491437,False,0.012408300146719679,False,0.58,momentum,scored
2026-06-15,238.55,237.65,246.02,down,False,0.03402162425819041,False,0.03036338509064303,False,0.4,news,scored
2026-06-16,246.02,246.42,246.0,up,False,0.001707317073170681,True,8.130081300817167e-05,False,0.42,momentum,scored
2026-06-17,246.0,246.35,237.5,up,False,0.03726315789473682,False,0.035789473684210524,False,0.38,technical,scored
2026-06-18,237.5,237.9,244.39,up,True,0.026555914726461724,False,0.028192642906829195,True,0.4,contrarian,scored
2026-06-22,244.39,244.62,232.79,up,False,0.050818334120881534,False,0.04983031917178571,False,0.4,news,scored
2026-06-23,232.79,232.95,234.11,up,True,0.004954935713980714,True,0.0056383751228056105,True,0.4,news,scored
2026-06-24,234.11,234.74,234.27,up,True,0.002006232125325474,True,0.0006829726384086592,False,0.4,technical,scored
2026-06-25,234.27,235.1,227.01,up,False,0.03563719659926877,False,0.031980970001321614,False,0.45,momentum,scored
2026-06-26,227.01,225.3,232.69,down,False,0.03175899265116673,False,0.02441015943959778,False,0.48,contrarian,scored
2026-06-29,232.69,232.3,240.14,down,False,0.03264762222037135,False,0.03102356958440905,False,0.42,news,scored
2026-06-30,240.14,240.85,238.34,up,False,0.010531173953176097,False,0.0075522363010824154,False,0.55,technical,scored
2026-07-01,238.34,238.15,241.7,down,False,0.014687629292511307,False,0.013901530823334653,False,0.4,news,scored
2026-07-02,241.7,241.85,242.67,up,True,0.0033790744632628393,True,0.003997197840688997,True,0.4,momentum,scored
2026-07-06,242.67,243.42,244.16,up,True,0.0030307994757536416,True,0.006102555701179592,True,0.46,momentum,scored
2026-07-07,244.16,244.78,245.98,up,True,0.004878445402065163,True,0.007398975526465539,True,0.5,technical,scored
2026-07-08,245.98,246.15,243.62,up,False,0.010385025859945822,False,0.009687217798210267,False,0.5,news,scored
2026-07-09,243.62,243.87,247.04,up,True,0.012831930051813422,False,0.013843911917098396,True,0.4,news,scored
2026-07-10,247.04,246.85,245.34,down,True,0.006154724056411473,True,0.006929159533708277,True,0.4,contrarian,scored
2026-07-13,245.34,243.85,247.31,down,False,0.013990538190934487,False,0.007965711050907763,False,0.55,macro,scored
2026-07-14,247.31,247.72,247.49,up,True,0.0009293304779990697,True,0.0007273021132167232,False,0.42,momentum,scored
2026-07-15,247.49,247.35,254.96,down,False,0.029847819265767232,False,0.029298713523689984,False,0.4,macro,scored
2026-07-16,254.96,253.9,249.89,down,True,0.016047060706711032,False,0.02028892712793638,True,0.42,contrarian,scored
2026-07-17,249.89,248.6,247.23,down,True,0.0055413986975690836,True,0.010759212069732625,True,0.42,technical,scored
2026-07-20,247.23,246.9,249.99,down,False,0.012360494419776805,False,0.011040441617664784,False,0.52,news,scored
2026-07-21,249.99,251.15,247.55,up,False,0.01454251666330032,False,0.009856594627348001,False,0.42,contrarian,scored
2026-07-22,247.55,247.59,244.85,up,False,0.01119052481110888,False,0.011027159485399294,False,0.24,news,scored
2026-07-23,244.85,243.5,233.66,down,True,0.04211247111187197,False,0.047890096721732424,True,0.4,news,scored
2026-07-24,233.66,234.9,232.11,up,False,0.012020162853819275,False,0.006677868252121765,False,0.24,momentum,scored
2026-07-27,232.11,232.09,231.39,down,True,0.0030251955572843125,True,0.0031116297160639064,True,0.1,technical,scored
2026-07-28,231.39,230.05,230.86,down,True,0.0035086199428224995,True,0.0022957636662911405,False,0.32,momentum,scored
2026-07-29,230.86,230.55,226.65,down,True,0.01720714758438123,False,0.018574895212883333,True,0.24,macro,scored
2026-07-30,226.65,226.35,235.5,down,False,0.0388535031847134,False,0.03757961783439488,False,0.1,macro,scored
2026-07-31,235.5,235.7,271.5799865722656,up,True,0.1321157240823348,False,0.13285215537288858,True,0.32,news,scored
2026-08-03,284.45,284.56,284.02,up,False,0.0019012745581297814,True,0.0015139778888810889,False,0.1,momentum,scored
2026-08-04,284.02,283.69,277.42,down,True,0.022601110229976143,False,0.023790642347343256,True,0.32,contrarian,scored
2026-08-05,277.42,276.3,272.65,down,True,0.01338712635246666,False,0.017494956904456405,True,0.24,contrarian,scored
2026-08-06,272.65,270.35,272.260009765625,down,True,0.00701538858853788,True,0.0014324183515261764,False,0.4,momentum,scored
2026-08-07,272.26,271.81,274.48,down,False,0.009727484698338734,True,0.008088020985135627,False,0.5,momentum,scored
2026-08-10,274.48,274.29,278.09,down,False,0.013664640943579255,False,0.012981408896400292,False,0.44,news,scored
2026-08-11,278.09,278.15,272.27,up,False,0.02159620964483783,False,0.021375840158666008,False,0.26,contrarian,scored
2026-08-12,272.27,272.01,267.28,down,True,0.017696797366058135,False,0.018669560011972498,True,0.4,contrarian,scored
2026-08-13,267.28,266.56,265.13,down,True,0.005393580507675506,True,0.008109229434616895,True,0.32,technical,scored
2026-08-14,265.13,264.05,262.65,down,True,0.005330287454787871,True,0.009442223491338353,True,0.5,news,scored
2026-08-17,262.65,262.9,261.31,up,False,0.006084726952661494,True,0.005128008878343634,False,0.44,momentum,scored
2026-08-18,261.31,259.85,259.45,down,True,0.001541722875313294,True,0.007169011370206258,True,0.6,technical,scored
2026-08-19,259.45,258.15,265.84,down,False,0.028927174240144442,False,0.024037014745711658,False,0.62,macro,scored
2026-08-20,265.84,265.91,260.11,up,False,0.02229825842912618,False,0.022029141517050328,False,0.54,contrarian,scored
2026-08-21,260.11,260.35,258.63,up,False,0.006650427251285726,True,0.005722460658083046,False,0.44,technical,scored
2026-08-24,258.63,258.49,262.07,down,False,0.013660472392872073,False,0.013126263975273774,False,0.36,contrarian,scored
2026-08-25,262.07,262.95,,up,,,,,,0.44,,pending
